Org name,Org type,Forbes rank,CSR rank,Sector,Text,tweet_type,CODED_hashtags,CODED_media,CODED_urls,favorite_count,retweet_count,Date,Presence/Absence,
INTL FCStone,profit,112,43,Financials,"What could #tariffs on the #EU do the economy? “Theoretically, with lower imports due to the higher total cost, U.S. prices should rise,” says Nate Donnay, director of #dairy market insight with INTL FCStone Financial Inc.  Read his full commentary: https://t.co/Yt3uKKKH7w",original,1,0,1,0,1,4/22/19,0,
INTL FCStone,profit,112,43,Financials,"African Swine Fever is “a long-term issue that will raise the price of virtually all meat worldwide."" – @ArlanFF101, chief commodities economist at INTL FCStone Financial Inc #ASF #OATT  Read his full commentary in @CNN: https://t.co/teLdm4ESdC",original,1,0,1,4,10,4/22/19,0,
INTL FCStone,profit,112,43,Financials,"Build your foundation for success in grain merchandising at INTL FCStone Financial Inc.’s Grain Merchandiser Risk Academy, July 24-25 in Chicago!  Register today: https://t.co/6hdn5jCwbi https://t.co/CkKinAb8UV",original,0,1,1,1,2,4/22/19,1,
Amgen,profit,129,59,Health Care,"“Imagine a world where a child interested in science, but who feels a sense of isolation for whatever reason, can engage in an online global community devoted to science learning” – Scott Heimlich, VP of @AmgenFoundation, shares more about @LabXchange https://t.co/hfg1offc4V",original,0,0,1,10,4,4/22/19,1,
Amgen,profit,129,59,Health Care,Nearly 7 out of 10 adults in the U.S. using lipid-lowering therapy to treat their cardiovascular disease still have #highcholesterol.  Learn more about what else you can do to lower your risk by visiting https://t.co/Q0nCv5jjei https://t.co/faWgEiv86d,original,1,1,1,1,1,4/22/19,0,
International Paper,profit,133,57,Materials,"At our #EarthDay event we celebrated our support of the @arborday's Community Tree Recovery program where we are providing residents who lost trees in major disasters with new trees to plant. To celebrate we planted a native tree in our courtyard, a certified arboretum. https://t.co/wXC8LuvLT0",original,1,1,0,6,1,4/22/19,1,
International Paper,profit,133,57,Materials,"Today we had our 2nd annual #EarthDay celebration! This was an opportunity for employees to learn more about IP’s efforts to improve our environmental footprint &amp; promote sustainability of natural capital! Thanks for coming @MemphisZoo, @ShelbyFarmsPark, @memphisbotanic &amp; more! https://t.co/812Za52u09",original,1,1,0,11,3,4/22/19,0,
International Paper,profit,133,57,Materials,"According to @TwoSidesNA, there are 20% more trees in the U.S. today than on the first #EarthDay celebration in 1970!  Learn about @EarthDayNetwork’s initiative to plant 7.8 billion trees worldwide by 2020: https://t.co/zHLRgs9AhR https://t.co/tRjr3m7Hxs",original,1,1,1,8,3,4/22/19,0,
International Paper,profit,133,57,Materials,"Let's do our part to make #EarthDay every day &amp; recycle better by avoiding #WISHCYCLING! Wish-cycling is when an incorrect item is recycled. Don't recycle plastic bags, garden hoses, electric cords or clothing. It wastes time, money &amp; can be dangerous. via @RECYPartnership https://t.co/wiGorGz7ui",original,1,1,0,14,7,4/22/19,1,
International Paper,profit,133,57,Materials,"In an effort to improve our carbon footprint and our energy efficiency, nearly 75% of our mill energy is derived from biomass residuals rather than fossil fuels. #EarthDay #TheIPWayForward https://t.co/WV1D7wJRIP",original,1,1,0,13,3,4/22/19,1,
International Paper,profit,133,57,Materials,"In celebration of #EarthDay &amp; this amazing planet we call home, we’re partnering with @arborday to help plant 100 million trees in the communities where our employees &amp; customers live &amp; work. #TimeforTrees  Learn how trees can build stronger communities: https://t.co/Z9vK0QNgNR",original,1,0,1,21,8,4/22/19,1,
International Paper,profit,133,57,Materials,"“A true conservationist is a man who knows that the world is not given by his fathers, but borrowed from his children.” - John James Audubon  Happy #EarthDay from International Paper! https://t.co/UUC9rVmrLz",original,1,1,0,25,5,4/22/19,0,
Southern,profit,131,56,Energy,"From reducing greenhouse gas emissions to protecting natural resources, wildlife and habitats – see how we are protecting our planet: https://t.co/4Bv9rMUyYU #EarthDay2019 https://t.co/3fCmLdRpuN",original,1,1,1,15,4,4/22/19,1,
Gilead Sciences,profit,139,60,Health Care,"“I work extremely hard to ensure that the trans community has trans-affirming &amp; trans-specific resources.” – Jessica, #HIV Early Intervention Case Manager. For more on the importance of trans-specific resources, watch Jessica’s video &amp; talk with your doctor. #SpreadFactsNotFear https://t.co/HCSWeHooTh",original,1,1,0,16,4,4/22/19,1,
Bristol-Myers Squibb,profit,138,58,Health Care,Big savings are possible with small changes if we work together. Make every day #EarthDay and join our employees around the world in reducing water and energy use.,original,1,0,0,9,2,4/22/19,1,
CenturyLink,profit,132,52,Telecommunications,"In celebration of #EarthDay, check out our latest #CSR Report to learn how we are utilizing #technology to manage our impact to on the environment every day.",original,1,0,0,13,7,4/22/19,0,
Jabil,profit,140,54,Technology,Consumers are becoming more aware and passionate about the impact #packaging is having on the earth. Here's how brands are taking action: https://t.co/6kVhiGbMSm #EarthDay,original,1,0,1,1,1,4/22/19,0,
Jabil,profit,140,54,Technology,The #circulareconomy separates economic and ecological concerns and envisions products that are more efficient. Our goal must be to develop a better system that uses fewer resources and recycles more of the content that goes into our packaging. https://t.co/MzJrAEZI4I #EarthDay,original,1,0,1,2,0,4/22/19,0,
Jabil,profit,140,54,Technology,"Sustainability represents one of the biggest challenges facing all of us today. Now, brands are looking for sustainable solutions to revolutionize their product packaging and play their part in driving the world toward a more circular economy. https://t.co/rqHn7pJN5K #EarthDay",original,1,0,1,0,0,4/22/19,0,
Jabil,profit,140,54,Technology,Learn how strides made in 3D printers are empowering companies to experiment with new applications: https://t.co/dPcg5HXJTb #3dprinting,original,1,0,1,1,2,4/22/19,0,
Qualcomm,profit,137,57,Technology,"The opportunities to empower people, enhance quality of life, and protect the planet for future generations are endless. It’s our responsibility to make sure our influence is a positive one. #EarthDay2019 https://t.co/NbcaWucAOp",original,1,1,0,135,18,4/22/19,0,
Dollar Tree,profit,135,45,Retailing,Happy Earth Day! We hope everyone gets a chance to go outside and do something nice for our planet. https://t.co/1AhxwnXdgq,original,0,1,0,28,6,4/22/19,0,
Whirlpool,profit,148,55,Industrials,"Happy #EarthDay #DYK that an @ENERGYSTAR certified dishwasher saves 5,000 gallons of water a year? #ENERGYSTARchat https://t.co/MHCqnwl213",original,1,1,0,4,5,4/22/19,1,
Whirlpool,profit,148,55,Industrials,"On this #EarthDay, we're celebrating 20 years collaborating with @Habitat_org by joining forces with @nest to provide new connected, energy saving appliances in 20 Habitat communities across the U.S and you can help too: https://t.co/gxvGgyOSdc #Powerproject https://t.co/pPSl8FBsus",original,1,1,1,9,4,4/22/19,1,
Whirlpool,profit,148,55,Industrials,"How to be greener with your appliances - #EarthDay, Every Day https://t.co/DoxBL9Rxtq",original,1,1,0,12,3,4/22/19,0,
Whirlpool,profit,148,55,Industrials,"In honor of #EarthDay, we're hosting a sustainability-themed #KBTribeChat on Wednesday at 2pm ET. Join us as we discuss the growing demand for eco-friendly and energy-efficient home solutions! https://t.co/OQajWrd9Wb",original,1,1,0,9,3,4/22/19,0,
Aflac,profit,143,55,Financials,"Doing my part on #EarthDay to help reduce our carbon footprint, ours is just webbed. https://t.co/zWrSfkpYo6",original,1,1,0,171,31,4/22/19,0,
Lockheed Martin,profit,60,59,Aerospace & Defense,Quantum tech could be the key to solving the #energy crisis. Explore how quantum can change the world:  https://t.co/SiYtsmOs6N #EarthDay2019 https://t.co/X9b4Snq6Tz,original,1,1,1,70,16,4/22/19,0,
Walt Disney,profit,53,57,Media,".@Disneynature’s all-new feature film #DolphinReef, narrated by Natalie Portman, is swimming ashore. Dive in when the film debuts on #DisneyPlus! https://t.co/AgIwtdPime https://t.co/PEPdOMVkoP",original,1,1,1,742,103,4/22/19,0,
Walt Disney,profit,53,57,Media,"Happy 55th Anniversary, New York World's Fair! At the Fair, Walt Disney revealed 4 shows: the Magic Skyway, ""it’s a small world,"" Progressland, and Great Moments with Mr. Lincoln. Which attractions are still at @DisneyParks today? Find out on @DisneyD23: https://t.co/1LoSglAZ9d https://t.co/26vGsiI0ty",original,0,1,1,2556,409,4/22/19,0,
Walt Disney,profit,53,57,Media,"This #EarthDay, every member of the earthling ‘ohana can do their part to love our planet. https://t.co/eMGanFXfCT",original,1,1,0,7030,1906,4/22/19,0,
Sysco,profit,54,56,Wholesalers,"For example, increased digitalization has provided the opportunity of real-time monitoring of workers to reduce hazardous exposures, but has simultaneously reduced privacy through the collection and recording of sensitive personal information. https://t.co/J7SepAUujI #SafeDay",original,1,0,1,3,1,4/22/19,0,
Sysco,profit,54,56,Wholesalers,"Happy #EarthDay! It is up to all of us to protect the planet. Sysco is committed to doing our part to promote sustainable agriculture, reduce our carbon footprint and divert waste from landfill. #DeliveringABetterTomorrow #SyscoGoesGreen https://t.co/0tSmBYbxgt",original,1,1,0,13,2,4/22/19,1,
Energy Transfer,profit,59,36,Energy,"#ArborDay is this Friday, so make sure you #call811 TODAY if your celebrations involve planting trees! Three trees placed strategically around a single-family home can cut summer air conditioning needs by up to 50 percent. #AprilSafeDiggingMonth https://t.co/0URpt0lQjL",original,1,1,0,9,2,4/22/19,1,
Cisco Systems,profit,64,65,Technology,How some of the biggest names in business are leveraging their buying power to drive corporate social responsibility across the #supplychain: https://t.co/cvEEniHcMC via @usatodaymags #EarthDay #EarthAware @CiscoCSR,original,1,0,1,14,5,4/22/19,0,
Cisco Systems,profit,64,65,Technology,Cisco is committed to building the bridge to a sustainable future 🌏. Read how we turn that commitment into a reality: https://t.co/KwcwpudnYp #EarthAware #EarthDay https://t.co/8SwGIb4GCq,original,1,1,1,77,28,4/22/19,0,
Goldman Sachs Group,profit,62,55,Financials,"From making green investments to sourcing 100% of global electrical needs from renewable resources, this #EarthDay, learn how we’re advancing environmental progress: https://t.co/Z6Ghy4rTOF #CapitalWithPurpose https://t.co/KwVk8NWHOw",original,1,1,1,18,5,4/22/19,0,
Goldman Sachs Group,profit,62,55,Financials,"“Japan, which is set to lose 40% of its working-age population by 2055, is already missing out on what could be a 15% boost to the economy if women worked to their full potential.” $GS' @KathyMatsui on twenty years of #womenomics. https://t.co/0iO0wL2Crg",original,1,0,1,29,13,4/22/19,0,
Goldman Sachs Group,profit,62,55,Financials,"In celebration of #EarthDay and the release of our 2018 Sustainability Report, tell us what you think is the most impactful way individuals can forge environmental progress. #CapitalWithPurpose",original,1,0,0,10,7,4/22/19,0,
Goldman Sachs Group,profit,62,55,Financials,"For us, sustainability is about catalyzing capital and harnessing our skills to address issues facing society. This #EarthDay, discover the power of #CapitalWithPurpose in our newly released Sustainability Report: https://t.co/OoXei01yhs https://t.co/5gktkgNYOy",original,1,1,1,18,11,4/22/19,0,
Cigna,profit,65,61,Healthcare,We had a great time this weekend at the #OrangeMound Heath Fair supporting and providing free biometric screenings to the attendees. #CignaTN #GoKnowTakeControlTour https://t.co/n4qMkx5FBM,original,1,1,0,5,3,4/22/19,0,
Morgan Stanley,profit,63,58,Financials,We've joined the @RE100 and committed to finding renewable sources for 100% of our firm's global energy needs by 2022. Here's how we're going about it. #EarthDay https://t.co/XmZjYAauV2,original,1,0,1,12,2,4/22/19,1,
Morgan Stanley,profit,63,58,Financials,"On our latest episode, we explore the future of #plastics with guests including @WasteDive’s @ColeRosengren, @RubiconGlobal’s David Rachelson, @BiomePlastics's Paul Mines and our own Vincent Andrews.  https://t.co/zNxY6e3ZyT https://t.co/ZWhZQMt2m5",original,1,1,1,10,5,4/22/19,0,
Morgan Stanley,profit,63,58,Financials,The number of earnings calls that included mention of “plastic waste” increased 340% year-over-year in 2018. Learn more for #EarthDay: https://t.co/NbwB59Y9p1 https://t.co/pcQmDc8pJY,original,1,1,1,14,5,4/22/19,0,
Pfizer,profit,61,57,Healthcare,"This #EarthDay, we're proud of the strides made toward our 2020 environmental sustainability goals through our efforts to reduce water usage, GHG emissions &amp; waste generated. Learn more about the connection between #PatientsatOurCenter &amp; our commitment to #sustainability:",original,1,0,0,51,16,4/22/19,1,
HCA Healthcare,profit,67,52,Healthcare,Please join us in welcoming our @NFLDraft visitors to Nashville!  We're excited that our home-base is host to the largest festival footprint ever created by the @NFL.  Please stay safe and healthy while visiting. Our @TriStarHealth facilities are ready to serve if needed. https://t.co/rXWd4DEyIc,original,0,1,0,10,1,4/22/19,0,
HCA Healthcare,profit,67,52,Healthcare,"Happy #EarthDay! Take a look at how our affiliate hospitals across the country are preserving the planet and making a positive impact for our patients, colleagues, and communities. ⬇️   https://t.co/a4ODEYCeFv  #EarthDay #PositiveImpact #HealthierTomorrows",original,1,0,1,9,2,4/22/19,1,
Tyson Foods,profit,80,49,"Food, Beverages & Tobacco","We’re committed to producing great #food while also protecting the planet. In honor of #EarthDay, check out how we are looking to reduce greenhouse gas emissions at every part of our value chain. #TheFeedBlog #RaisingExpectations https://t.co/gMYWChEYsa",original,1,0,1,8,3,4/22/19,1,
Merck,profit,76,63,Healthcare,Reduce✅ Reuse✅ Recycle✅ Our latest environmental goals are our most ambitious yet. See why: https://t.co/es3rLMg1AO #EarthDay https://t.co/Fjjqacy8aV,original,1,1,1,21,9,4/22/19,0,
Merck,profit,76,63,Healthcare,"This year, #kidneycancer will impact 74,000 Americans. We’re focusing our #cancer research on finding new ways to help these patients and their families: https://t.co/OkerAlUfbG https://t.co/YUuAcgIQXm",original,1,1,1,27,3,4/22/19,1,
Honeywell International,profit,77,54,Industrials,"Happy #EarthDay! From minimizing CO2 emissions to conserving energy, here’s how we’re focusing on our planet: https://t.co/LHt4VmJ6D0 https://t.co/au0jNNU3b9",original,1,1,1,27,9,4/22/19,1,
Allstate,profit,82,59,Financials,"In honor of #EarthDay, here are 10 simple eco-friendly cleaners you can make yourself! https://t.co/nvMf5vOy26",original,1,0,1,20,11,4/22/19,0,
Deere,profit,87,58,Industrials,.@LLandW recently teamed up with us to donate 2400 trees to our employees. That’s 2400 more trees helping the Earth become a more beautiful place #EarthDay2019 https://t.co/UGf6Sb9d9W,original,1,1,0,127,16,4/22/19,1,
Oracle,profit,81,58,Technology,"Oracle placed as a top 5 company for our Environmental Pillar Score! Leading the way with our comprehensive #environmental policies, targets, and positive performance embedded into our #culture. This is why we're #ProudtobeOracle on #EarthDay! Read more: https://t.co/oJz13VdYZ5",original,1,0,1,26,9,4/22/19,0,
Oracle,profit,81,58,Technology,"Hoping to break the elusive speed barrier of 60 mph, 6 global sailing teams will race data-enriched F50 catamarans on the SF Bay in the new @SailGP championship May 4-5. Teams will win on tactics and grit. Find out what else is on the line from @Forbes: https://t.co/CXd9MHupUd",original,0,0,1,118,18,4/22/19,0,
Oracle,profit,81,58,Technology,"Happy #EarthDay! As a leader in fighting #climatechange and a role model in #sustainability, Oracle is committed to building a resilient #future for our planet, humanity, and future generations. See how we're helping the planet stay green all year long: https://t.co/lgdpgRHZip https://t.co/7IJbF4VatF",original,1,1,1,59,20,4/22/19,1,
Oracle,profit,81,58,Technology,It's #EarthDay and Oracle encourages you to opt outside! Use our proactive tools to ensure your investment is up-to-date and protected so you can go out and enjoy the outdoors—we'll take it from here. Learn more about #OracleSupport here: https://t.co/79zZa1zvEl https://t.co/l9RwRPBH0d,original,1,1,1,31,11,4/22/19,1,
AbbVie,profit,96,61,Healthcare,See how our scientists found a way to speed up research in a way that’s better for the environment. https://t.co/mDIEA5ocBx #EarthDay #EarthDay2019 https://t.co/QJi5nIMh1i,original,1,1,1,10,1,4/22/19,0,
AbbVie,profit,96,61,Healthcare,"#EarthDay is tomorrow. Check out 10 facts about the day that celebrates our #planet, via @usnews: https://t.co/FBqr29yXPx https://t.co/GoWSK6cOj7",original,1,1,1,6,0,4/22/19,0,
Northrop Grumman,profit,108,62,Aerospace & Defense,IBCS stitches together information on air and missile defense threats into a high quality and actionable air picture that is key to defending our critical military assets and formations https://t.co/A15xQtqH1U #NorthropGrumman https://t.co/hFVFLQDsV3,original,1,1,1,19,5,4/22/19,0,
Travelers,profit,106,54,Financials,Celebrating our planet today. #EarthDay https://t.co/amrdCJZgE1,original,1,1,0,10,5,4/22/19,0,
Micron Technology,profit,105,52,Technology,How are the choices Micron's making today helping ensure we have the resources and talent we will need in the years ahead? Browse our new 2019 Sustainability Report to learn how: https://t.co/3cJLKsk6Fh #EarthDay https://t.co/N0gOjTNt6I,original,1,1,1,2,1,4/22/19,0,
Hewlett Packard Enterprise,profit,102,61,Technology,We’re able to refurbish 89% of IT assets returned to our Technology Renewal Centers – saving customers money at the same time we save the Earth’s valuable resources. More on this Circular Economy from @HPE_LivingProg: https://t.co/lKJfBjGhx8 #EarthDay @HPE_FS https://t.co/v5OVdUAbPr,original,1,1,1,23,13,4/22/19,1,
Freddie Mac,profit,40,50,Financials,"Not just on #EarthDay, but every day, we're doing our part to create responsible and sustainable practices in every area of our business. https://t.co/lSjL63va8t https://t.co/fbUdfDIpB1",original,1,1,1,9,6,4/22/19,0,
Caterpillar,profit,58,56,Industrials,"Just as #NASCAR driver @DanielHemric relies on spotter Branden Lines to be successful on the track, operators rely on our fleet monitors to get the job done each day. Watch more: https://t.co/MBOy15IoQu. #CatRacing https://t.co/fkPhqqsLop",original,1,1,1,47,9,4/22/19,0,
Caterpillar,profit,58,56,Industrials,"Sustainability is our commitment to building a better world. It's a part of who we are and what we do every single day. We recognize progress involves a balance of environmental stewardship, social responsibility and economic growth. #EarthDay Learn more: https://t.co/kgdzxpf9YG https://t.co/wxG5I8ubY0",original,1,1,1,50,9,4/22/19,0,
Caterpillar,profit,58,56,Industrials,Cat gen sets have become an important ingredient in the growing success of an Algerian food company. Get the scoop about the company's first visit and how we're helping them lower operational cost: https://t.co/i6g2eY1KTL,original,0,0,1,39,6,4/22/19,1,
Caterpillar,profit,58,56,Industrials,On #EarthDay – and every day – our vision is a world in which all people’s basic needs are fulfilled in a sustainable way and a company that improves the quality of the environment and the communities where we live and work. Find out more: https://t.co/kgdzxpf9YG https://t.co/M2bxkEEqMk,original,1,1,1,44,8,4/22/19,0,
HP,profit,55,67,Technology,Happy #EarthDay Proud to announce we’re expanding our efforts to reduce ocean-bound plastics and creating new income opportunities in Haiti. See how: https://t.co/DmX6QeeUSx https://t.co/qZnJOa4ery,original,1,1,1,62,21,4/22/19,1,
Centene,profit,51,51,Healthcare,The recently renamed @CenteneCtrWUSTL fosters research collaborations and innovative programs. Learn more about how behavioral change can impact community health: https://t.co/QEnnwicOc6,original,0,0,1,2,1,4/22/19,0,
Humana,profit,56,60,Healthcare,"“The social barriers and #Health challenges that our Medicare Advantage members and others face are deeply personal .. we are able to track and trend population health, measure outcomes and triage members in unique ways to the resources they need.” https://t.co/JPw04Hxi8F https://t.co/5ROqoS4ZV9",original,1,1,1,10,4,4/22/19,0,